critic,fresh,publication,quote,review_date,imdb,rtid,title
Susan Stark,rotten,Detroit News,,2000-01-01,113613,14446,The Last Supper
James Berardinelli,rotten,ReelViews,"For the first thirty minutes, this picture takes a solid premise and runs with it. Unfortunately, the momentum eventually flags, and The Last Supper meanders through an unnecessarily-protracted middle segment.",2000-01-01,113613,14446,The Last Supper
Susan Wloszczyna,fresh,USA Today,A delectable black comedy.,2000-01-01,113613,14446,The Last Supper
,fresh,Entertainment Weekly,,1996-04-05,113613,14446,The Last Supper
,none,Variety,,2012-02-23,117381,13253,Primal Fear
Todd McCarthy,none,Variety,,2008-07-25,117381,13253,Primal Fear
Derek Adams,none,Time Out,,2006-06-24,117381,13253,Primal Fear
Janet Maslin,none,New York Times,,2003-05-20,117381,13253,Primal Fear
Peter Stack,fresh,San Francisco Chronicle,,2002-06-18,117381,13253,Primal Fear
Peter Travers,none,Rolling Stone,,2001-05-12,117381,13253,Primal Fear
Kenneth Turan,none,Los Angeles Times,,2001-02-14,117381,13253,Primal Fear
James Berardinelli,rotten,ReelViews,,2000-01-01,117381,13253,Primal Fear
,none,Houston Chronicle,,2000-01-01,117381,13253,Primal Fear
Andrew Ross,none,Salon.com,,2000-01-01,117381,13253,Primal Fear
,none,Washington Post,,2000-01-01,117381,13253,Primal Fear
Mike Clark,fresh,USA Today,"As a forum for its actors and for the big-screen directorial debut of multi-Emmy winner Gregory Hoblit, the film is up to the job.",2000-01-01,117381,13253,Primal Fear
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,117381,13253,Primal Fear
Susan Stark,fresh,Detroit News,,2000-01-01,117381,13253,Primal Fear
,rotten,Entertainment Weekly,,1996-04-05,117381,13253,Primal Fear
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,115837,14458,Carried Away
Leonard Klady,none,Variety,,2009-03-26,115837,14458,Carried Away
,none,Washington Post,,2006-08-05,115837,14458,Carried Away
Desson Thomson,rotten,Washington Post,"Tries to incorporate almost film-noir elements into a heartland love story. The blending feels inorganic; and composer Bruce Broughton doesn't help matters by coating every moment with a repetitive, syrupy theme.",2006-08-02,115837,14458,Carried Away
,none,Time Out,,2006-02-09,115837,14458,Carried Away
Stephen Holden,fresh,New York Times,An earnestly well-meaning film whose adult characters have a refreshingly grown-up perspective on their choices in life.,2003-05-20,115837,14458,Carried Away
Roger Ebert,fresh,Chicago Sun-Times,"Everyone in the film -- even the teenager -- is more intelligent and articulate than is usually permitted in American movies, and having gotten themselves into an emotional tangle, they go to work getting themselves out again.",2000-01-01,115837,14458,Carried Away
Hal Hinson,rotten,Washington Post,"Think Dennis Hopper has played too many crazies? Well, you'll wish he'd stuck to blowing up buses after you see him in Carried Away.",2000-01-01,115837,14458,Carried Away
James Berardinelli,fresh,ReelViews,"Carried Away is erotic, but it's also thoughtful and intelligent, and, coupled with Hopper's extraordinary performance, that's reason enough to be carried away by this motion picture.",2000-01-01,115837,14458,Carried Away
,rotten,Entertainment Weekly,,1996-03-29,115837,14458,Carried Away
Joe Leydon,none,Variety,,2009-03-26,115509,9802,All Dogs Go to Heaven 2
Stephen Holden,none,New York Times,,2003-05-20,115509,9802,All Dogs Go to Heaven 2
Susan Stark,rotten,Detroit News,,2000-01-01,115509,9802,All Dogs Go to Heaven 2
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,114671,133039859,Land and Freedom
,none,Variety,,2009-03-26,114671,133039859,Land and Freedom
Geoff Andrew,none,Time Out,,2006-02-09,114671,133039859,Land and Freedom
Caryn James,none,New York Times,,2003-05-20,114671,133039859,Land and Freedom
Kenneth Turan,none,Los Angeles Times,,2001-02-14,114671,133039859,Land and Freedom
Hal Hinson,none,Washington Post,,2000-01-01,114671,133039859,Land and Freedom
Stanley Kauffmann,none,The New Republic,,2000-01-01,114671,133039859,Land and Freedom
James Berardinelli,fresh,ReelViews,,2000-01-01,114671,133039859,Land and Freedom
,fresh,Entertainment Weekly,,1996-03-15,114671,133039859,Land and Freedom
Emanuel Levy,fresh,Variety,"A minor but quirkily charming comedy about alientaion, love, and folly that reflects the zeitgeist in terms of AIDS and modern technology.",2006-06-19,112844,770739496,Denise Calls Up
,none,Time Out,,2006-01-26,112844,770739496,Denise Calls Up
Janet Maslin,none,New York Times,,2003-05-20,112844,770739496,Denise Calls Up
,none,Washington Post,,2002-10-17,112844,770739496,Denise Calls Up
Hal Hinson,fresh,Washington Post,Salwen has captured and properly identified a very particular modern American species. His emergence as a filmmaker is a true event.,2002-10-16,112844,770739496,Denise Calls Up
Kenneth Turan,fresh,Los Angeles Times,"At only 80 minutes, it doesn't overstay its welcome, but slight though it may be, it knows how to create constant smiles.",2001-02-14,112844,770739496,Denise Calls Up
Roger Ebert,rotten,Chicago Sun-Times,It's hard to care about a movie story in which the characters never meet one another or really care about one another.,2000-01-01,112844,770739496,Denise Calls Up
Stanley Kauffmann,fresh,The New Republic,"After a while, besides enjoying the stories as such, we begin to enjoy the film's trickiness, almost all on the phone, as a sort of high-wire act.",2000-01-01,112844,770739496,Denise Calls Up
Mick LaSalle,fresh,San Francisco Chronicle,"Doesn't go much past its gimmick, but it marks Salwen as a talent worth watching.",2000-01-01,112844,770739496,Denise Calls Up
James Berardinelli,rotten,ReelViews,Might have been more effective if the writer/director had taken the time to create characters imbued with more than token traces of humanity.,2000-01-01,112844,770739496,Denise Calls Up
Desson Thomson,fresh,Washington Post,Too slight to be a cautionary fable and not light enough to merit the term 'goofy caper.' But it sits in an enjoyable place of its own.,2000-01-01,112844,770739496,Denise Calls Up
Godfrey Cheshire,none,Variety,,2009-01-23,116275,12123,A Family Thing
Stephen Holden,none,New York Times,,2004-08-30,116275,12123,A Family Thing
Peter Stack,fresh,San Francisco Chronicle,,2002-06-18,116275,12123,A Family Thing
Kenneth Turan,none,Los Angeles Times,,2001-02-14,116275,12123,A Family Thing
Jonathan Rosenbaum,none,Chicago Reader,,2000-01-01,116275,12123,A Family Thing
Susan Stark,rotten,Detroit News,,2000-01-01,116275,12123,A Family Thing
Susan Wloszczyna,fresh,USA Today,"It's likely to be overrated by some and underrated by others, and both contingents will be wrong. One can't, however, overrate the performances, with auntie ruling the roost in more ways than one.",2000-01-01,116275,12123,A Family Thing
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,116275,12123,A Family Thing
James Berardinelli,fresh,ReelViews,,2000-01-01,116275,12123,A Family Thing
,none,Washington Post,,2000-01-01,116275,12123,A Family Thing
,fresh,Entertainment Weekly,,1996-03-29,116275,12123,A Family Thing
Gunnar Rehlin,none,Variety,,2012-02-23,827729,770679557,Nina Frisk
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,117608,10970,Sgt. Bilko
Brian Lowry,rotten,Variety,"Though Martin and a solid supporting cast produce a few scattered moments of near-hilarity, for the most part the terrain here is as flat as it gets.",2008-05-19,117608,10970,Sgt. Bilko
Jonathan Rosenbaum,fresh,Chicago Reader,[A] celebration of high jinks.,2008-05-19,117608,10970,Sgt. Bilko
,rotten,Time Out,"This is shoddy hackwork, replaying classic scenarios (the honest new recruit, audits by Pentagon bigwigs and manoeuvres in Nevada) with such disregard for narrative structure the reels might be in the wrong order.",2006-06-24,117608,10970,Sgt. Bilko
Janet Maslin,fresh,New York Times,"The film is full of gratifying gags like these, but it also has to strain for newly enlarged scope.",2004-08-30,117608,10970,Sgt. Bilko
Peter Stack,fresh,San Francisco Chronicle,Wacky is just the right tone for a spring comedy.,2002-06-18,117608,10970,Sgt. Bilko
Roger Ebert,fresh,Chicago Sun-Times,One of the pleasures of the movie is all the little jokes hidden in the corners.,2000-01-01,117608,10970,Sgt. Bilko
Susan Wloszczyna,fresh,USA Today,Director Jonathan Lynn has had his hits (My Cousin Vinny) and stinkeroos (Greedy). This falls in between.,2000-01-01,117608,10970,Sgt. Bilko
Hal Hinson,fresh,Washington Post,Martin's aggrieved expressions and sublime physical bits are constantly entertaining.,2000-01-01,117608,10970,Sgt. Bilko
James Berardinelli,rotten,ReelViews,This Sgt. Bilko should be court-martialed.,2000-01-01,117608,10970,Sgt. Bilko
Susan Stark,rotten,Detroit News,,2000-01-01,117608,10970,Sgt. Bilko
,rotten,Entertainment Weekly,,1996-03-29,117608,10970,Sgt. Bilko
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,113448,11637,Jack & Sarah
,none,Variety,,2009-03-26,113448,11637,Jack & Sarah
Geoff Andrew,none,Time Out,,2006-09-23,113448,11637,Jack & Sarah
Jack Mathews,none,Los Angeles Times,,2001-02-13,113448,11637,Jack & Sarah
Stephen Holden,none,New York Times,,2000-01-01,113448,11637,Jack & Sarah
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,113448,11637,Jack & Sarah
Stanley Kauffmann,none,The New Republic,,2000-01-01,113448,11637,Jack & Sarah
Peter Stack,none,San Francisco Chronicle,,2000-01-01,113448,11637,Jack & Sarah
,rotten,Entertainment Weekly,,1996-03-22,113448,11637,Jack & Sarah
,none,Houston Chronicle,,2008-10-18,116414,298627921,Girl 6
Susan Stark,rotten,Detroit News,,2008-10-18,116414,298627921,Girl 6
,none,Washington Post,,2008-10-18,116414,298627921,Girl 6
Todd McCarthy,rotten,Variety,"[Randle] holds the film together as best she can with her luminous presence and dignity, but can't supply the lacking subtext, past history and motivation.",2008-09-23,116414,298627921,Girl 6
,fresh,Time Out,"There's something refreshing about the film's reckless proximity to anarchy, the stylishly imaginative cinematography and lusciously exorbitant Prince soundtrack, even if it does ring hollow when Lee tries to get serious on us.",2006-06-24,116414,298627921,Girl 6
Edward Guthmann,rotten,San Francisco Chronicle,"Lee's never been too hip to women's perspectives, and in Girl 6, he proves that marriage, maturity and 10 years of filmmaking haven't substantially corrected his blind spot.",2002-06-18,116414,298627921,Girl 6
Peter Travers,rotten,Rolling Stone,Lee has done the impossible: He's sucked the fun out of call-in sex and replaced it with sanctimonious prattle.,2001-05-12,116414,298627921,Girl 6
Kenneth Turan,rotten,Los Angeles Times,"While Lee is a skillful director, he's also more coldly analytical than emotional, and it is not his style to get us to feel for this woman as much as we should.",2001-02-14,116414,298627921,Girl 6
Jonathan Rosenbaum,rotten,Chicago Reader,Lee draws his lines between fantasy and reality without much confidence and with only a sketchy logic.,2000-01-01,116414,298627921,Girl 6
James Berardinelli,rotten,ReelViews,"Lee may have a keen sense of setting and dialogue, but his characterization is off.",2000-01-01,116414,298627921,Girl 6
Mike Clark,rotten,USA Today,"Frenetic but lazily conceived, it's like one of those puny low-budget toss-offs Brian De Palma used to spring on us when he thought nobody was looking.",2000-01-01,116414,298627921,Girl 6
Laura Miller,rotten,Salon.com,"Instead of effervescent and mercurial, the movie is simply muddled. What happened?",2000-01-01,116414,298627921,Girl 6
Janet Maslin,fresh,New York Times,"Mr. Lee isn't as successful at shaping a story around Girl 6, but enjoying her company is all his slender, sunny film really tries to do.",2000-01-01,116414,298627921,Girl 6
Roger Ebert,rotten,Chicago Sun-Times,Strongly told stories have a way of carrying their characters along with them. But here we have an undefined character in an aimless story. Too bad.,2000-01-01,116414,298627921,Girl 6
Owen Gleiberman,rotten,Entertainment Weekly,,2011-09-07,116095,14865,Diabolique
Todd McCarthy,none,Variety,,2009-03-26,116095,14865,Diabolique
,none,Time Out,,2006-01-26,116095,14865,Diabolique
Peter Stack,rotten,San Francisco Chronicle,,2002-06-18,116095,14865,Diabolique
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,116095,14865,Diabolique
,none,Washington Post,,2000-01-01,116095,14865,Diabolique
James Berardinelli,rotten,ReelViews,,2000-01-01,116095,14865,Diabolique
Mike Clark,rotten,USA Today,"The husband is still a brute, and the swimming pool is still moldy, but the new Diabolique fails to translate into anything more than the latest ham-handed Hollywood makeover of a European classic.",2000-01-01,116095,14865,Diabolique
Susan Stark,rotten,Detroit News,,2000-01-01,116095,14865,Diabolique
,none,Houston Chronicle,,2000-01-01,116095,14865,Diabolique
Janet Maslin,none,New York Times,,2000-01-01,116095,14865,Diabolique
,rotten,Entertainment Weekly,,1996-03-22,116095,14865,Diabolique
Lisa Nesselson,none,Variety,,2009-03-26,111543,770684032,Un indien dans la ville
Janet Maslin,none,New York Times,,2000-01-01,111543,770684032,Un indien dans la ville
,none,Houston Chronicle,,2000-01-01,111543,770684032,Un indien dans la ville
James Berardinelli,rotten,ReelViews,,2000-01-01,111543,770684032,Un indien dans la ville
Roger Ebert,rotten,Chicago Sun-Times,"If you, under any circumstances, see Little Indian, Big City, I will never let you read one of my reviews again.",2000-01-01,111543,770684032,Un indien dans la ville
Susan Stark,rotten,Detroit News,,2000-01-01,111543,770684032,Un indien dans la ville
Andy Seiler,rotten,USA Today,The French idea of a 'family film' is a bit kinkier than what we're accustomed to.,2000-01-01,111543,770684032,Un indien dans la ville
Peter Stack,none,San Francisco Chronicle,,2000-01-01,111543,770684032,Un indien dans la ville
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,113947,496447106,Nelly & Monsieur Arnaud
Derek Elley,none,Variety,,2009-03-26,113947,496447106,Nelly & Monsieur Arnaud
,none,Time Out,,2006-01-26,113947,496447106,Nelly & Monsieur Arnaud
,rotten,Globe and Mail,,2002-12-23,113947,496447106,Nelly & Monsieur Arnaud
,none,Washington Post,,2002-09-09,113947,496447106,Nelly & Monsieur Arnaud
Desson Thomson,fresh,Washington Post,Writer-director Sautet's great achievement is to introduce a world of undefinable impulses; the two actors' great achievement is to step into that world and experience them.,2002-09-04,113947,496447106,Nelly & Monsieur Arnaud
Peter Stack,fresh,San Francisco Chronicle,It glows with sorrowful humor in its look at two people who seem just right for each other but don't have time on their side.,2000-01-01,113947,496447106,Nelly & Monsieur Arnaud
Janet Maslin,fresh,New York Times,"With a fine appreciation for the nuances of polite repression, Sautet makes a quiet, careful study of these two lonely people.",2000-01-01,113947,496447106,Nelly & Monsieur Arnaud
Jonathan Rosenbaum,fresh,Chicago Reader,"It's one sign of Sautet's success that, though he presents neither character as especially admirable or exceptional, he makes us care about them a great deal.",2000-01-01,113947,496447106,Nelly & Monsieur Arnaud
Hal Hinson,fresh,Washington Post,"It's reserved, polished and challengingly intelligent.",2000-01-01,113947,496447106,Nelly & Monsieur Arnaud
Roger Ebert,fresh,Chicago Sun-Times,"It is a matter of great erotic fascination when two people are intrigued by the notion of becoming lovers, but are held back by the fear of rejection _and_ the fear of involvement.",2000-01-01,113947,496447106,Nelly & Monsieur Arnaud
James Berardinelli,fresh,ReelViews,"These are two great actors giving top-notch performances, and the restrained romance they project is fascinating.",2000-01-01,113947,496447106,Nelly & Monsieur Arnaud
,fresh,Entertainment Weekly,,1996-04-12,113947,496447106,Nelly & Monsieur Arnaud
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,115956,16796,Courage Under Fire
Variety Staff,fresh,Variety,"A carefully conceived, dramatically honorable picture that treats its subject with clarity and intelligence, especially by contemporary standards.",2008-07-22,115956,16796,Courage Under Fire
,fresh,Time Out,"As the detective-story flashback structure gets under way, what initially seemed adherence to dramatic and moral cliche becomes more complex and interesting.",2006-06-24,115956,16796,Courage Under Fire
Janet Maslin,fresh,New York Times,"Despite its underlying predictability, Courage Under Fire manages warmth, intelligence and a healthy share of surprises.",2004-08-30,115956,16796,Courage Under Fire
Desson Thomson,rotten,Washington Post,I wasn't particularly moved or riveted with suspense.,2002-09-11,115956,16796,Courage Under Fire
Peter Stack,fresh,San Francisco Chronicle,A fascinating mystery mixed with war action.,2002-06-18,115956,16796,Courage Under Fire
Liam Lacey,fresh,Globe and Mail,"At the end of Courage Under Fire, you feel torn between admiration and annoyance with the filmmakers, who take an attention-grabbing premise and skillfully develop it into a conclusion that's pure piffle.",2002-04-12,115956,16796,Courage Under Fire
Peter Travers,fresh,Rolling Stone,Courage Under Fire honors its subject and its audience.,2001-05-12,115956,16796,Courage Under Fire
Kenneth Turan,fresh,Los Angeles Times,"While its re-creation of combat is not Courage Under Fire's most involving aspect, the film succeeds in making the Gulf War seem more of a real event than all the footage shipped back on CNN could.",2001-02-14,115956,16796,Courage Under Fire
Rita Kempley,fresh,Washington Post,"A downright entertaining combo or mystery, melodrama and action adventure.",2000-01-01,115956,16796,Courage Under Fire
Roger Ebert,fresh,Chicago Sun-Times,"The end of the film understandably lays on the emotion a little heavily, but until then Courage Under Fire has been a fascinating emotional and logistical puzzle.",2000-01-01,115956,16796,Courage Under Fire
Stanley Kauffmann,fresh,The New Republic,"Steven Rosenblum's editing is excellent, smoothly uniting present and past, articulating individual scenes alertly.",2000-01-01,115956,16796,Courage Under Fire
Susan Stark,fresh,Detroit News,,2000-01-01,115956,16796,Courage Under Fire
Susan Wloszczyna,fresh,USA Today,"Part Rashomon, part The Caine Mutiny, the first major-studio film to deal with 1991's Desert Storm not only captures the terror of battle but also its wrenching aftermath.",2000-01-01,115956,16796,Courage Under Fire
James Berardinelli,fresh,ReelViews,"Courage Under Fire is as profound and intelligent as it is moving, and that makes this memorable motion picture one of 1996's best.",2000-01-01,115956,16796,Courage Under Fire
,fresh,Entertainment Weekly,,1996-07-12,115956,16796,Courage Under Fire
David Ansen,fresh,Newsweek,"...this snappy installment is a marked improvement over John Woo's surprisingly dull sequel, though the set pieces lack the elegance and visual coherence of the Brian de Palma original.",2007-11-01,317919,155654854,Mission: Impossible III
Ben Walters,fresh,Time Out,"There are plentiful perilous countdowns, most of the set-pieces are impressively mounted and, in its own silly way, the pay-off offers a glancing blow at US foreign policy. Relatable? No. But quite fun.",2006-06-24,317919,155654854,Mission: Impossible III
Joe Morgenstern,fresh,Wall Street Journal,"The summer's first action epic does exactly what it's supposed to do, more clearly than M:i:I, and more likeably than M:i:II.",2006-06-22,317919,155654854,Mission: Impossible III
Rex Reed,rotten,New York Observer,"As idiot movies go, this one is as sub-mental as you might expect.",2006-05-10,317919,155654854,Mission: Impossible III
Andrew Sarris,rotten,New York Observer,My final reaction to Mission: Impossible III is one of bemused tolerance and even mild absorption in all the silliness.,2006-05-10,317919,155654854,Mission: Impossible III
David Edelstein,rotten,New York Magazine/Vulture,"There are no flourishes to savor. Instead, there are big-deal stunts.",2006-05-09,317919,155654854,Mission: Impossible III
Anthony Lane,rotten,New Yorker,"The grand finale? A fistfight, after which somebody gets run over. Listen, if I want to see that kind of action, I don't go to Shanghai. I don't even go to the movies. I go to the South Bronx and stand outside a bar.",2006-05-08,317919,155654854,Mission: Impossible III
Richard Roeper,fresh,Ebert & Roeper,The best of the three.,2006-05-08,317919,155654854,Mission: Impossible III
Peter Howell,rotten,Toronto Star,"Abrams knows how to frame a shot and how to propulsively push both action and love stories, but logic continues to elude him as much as it did De Palma and Woo.",2006-05-05,317919,155654854,Mission: Impossible III
Roger Moore,fresh,Orlando Sentinel,"If Mission: Impossible 3 is the first pitch of the popcorn-movie season, just two words come to mind -- butter up.",2006-05-05,317919,155654854,Mission: Impossible III
Liam Lacey,fresh,Globe and Mail,What summer movies aspire to -- a slick demonstration of hot buttered entertainment that will probably slide you right out of the theatre before you even stop to ask a logical question or two.,2006-05-05,317919,155654854,Mission: Impossible III
Robert Denerstein,fresh,Denver Rocky Mountain News,"For all the attempts at adding depth, it's likely that audiences will come away remembering the fireworks.",2006-05-05,317919,155654854,Mission: Impossible III
Michael Booth,fresh,Denver Post,"All the popcorn season really wants is a good reason to see super-fit bodies flying around on a big screen, and M:I:III gits 'er done.",2006-05-05,317919,155654854,Mission: Impossible III
Philip Wuntch,fresh,Dallas Morning News,"Mission: Impossible III will make you jump up and down with exuberance, just like its star.",2006-05-05,317919,155654854,Mission: Impossible III
Bill Muller,rotten,Arizona Republic,Director Abrams seems to have attended the Tony Scott Extreme Closeup Academy.,2006-05-05,317919,155654854,Mission: Impossible III
Carrie Rickey,fresh,Philadelphia Inquirer,"Whatever your feelings about Cruise, Mission: Impossible III is nirvana for thrill seekers.",2006-05-04,317919,155654854,Mission: Impossible III
Michael Agger,fresh,Slate,"For all of the movie's professional craft and lovely vertigo, the experience is like eating popcorn in a guillotine.",2006-05-04,317919,155654854,Mission: Impossible III
Ann Hornaday,fresh,Washington Post,"Director J.J. Abrams, creator of such TV hits as Alias and Lost, makes a reasonably impressive feature debut with the best installment of the series.",2006-05-04,317919,155654854,Mission: Impossible III
James Berardinelli,rotten,ReelViews,"Mission: Impossible III provides lots of action, but too little excitement.",2006-05-04,317919,155654854,Mission: Impossible III
Manohla Dargis,rotten,New York Times,"Although he slams into stationary objects with his customary zeal, Tom Cruise is off his game here, sabotaged by a misguided attempt to shade his character with gray.",2006-05-04,317919,155654854,Mission: Impossible III
Derek Elley,none,Variety,,2009-04-10,109028,446196047,Cold Fever
,none,Time Out,,2006-06-24,109028,446196047,Cold Fever
Stephen Holden,none,New York Times,,2004-08-30,109028,446196047,Cold Fever
James Berardinelli,fresh,ReelViews,,2000-01-01,109028,446196047,Cold Fever
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,109028,446196047,Cold Fever
Susan Stark,fresh,Detroit News,,2000-01-01,109028,446196047,Cold Fever
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,109028,446196047,Cold Fever
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,117071,416720691,Moll Flanders
Jeremy Gerard,none,Variety,,2009-03-26,117071,416720691,Moll Flanders
Derek Adams,none,Time Out,,2006-06-24,117071,416720691,Moll Flanders
,rotten,Globe and Mail,,2002-04-12,117071,416720691,Moll Flanders
Peter Travers,none,Rolling Stone,,2001-05-12,117071,416720691,Moll Flanders
,none,Washington Post,,2000-01-01,117071,416720691,Moll Flanders
Susan Stark,fresh,Detroit News,,2000-01-01,117071,416720691,Moll Flanders
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,117071,416720691,Moll Flanders
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,117071,416720691,Moll Flanders
Susan Wloszczyna,rotten,USA Today,"For a story about a London harlot's trials and tribulations, this is one unsexy, drawn-out dirge with only a few smirking moments as relief.",2000-01-01,117071,416720691,Moll Flanders
Stephen Holden,none,New York Times,,2000-01-01,117071,416720691,Moll Flanders
James Berardinelli,fresh,ReelViews,,2000-01-01,117071,416720691,Moll Flanders
,rotten,Entertainment Weekly,,1996-06-14,117071,416720691,Moll Flanders
Geoff Andrew,none,Time Out,,2007-08-16,112257,770676644,"301, 302"
Daniel M. Kimmel,rotten,Variety,This feminist horror story from Korea is sluggishly paced and confusingly told with flashbacks within flashbacks.,2005-04-29,112257,770676644,"301, 302"
Kevin Thomas,none,Los Angeles Times,,2001-02-14,112257,770676644,"301, 302"
Peter Stack,none,San Francisco Chronicle,,2000-01-01,112257,770676644,"301, 302"
,none,Variety,,2012-02-23,116136,11684,DragonHeart
Todd McCarthy,none,Variety,,2009-03-26,116136,11684,DragonHeart
,none,Time Out,,2006-01-26,116136,11684,DragonHeart
Peter Stack,none,San Francisco Chronicle,,2002-06-18,116136,11684,DragonHeart
Peter Travers,none,Rolling Stone,,2001-05-12,116136,11684,DragonHeart
Kenneth Turan,none,Los Angeles Times,,2001-02-14,116136,11684,DragonHeart
Mike Clark,rotten,USA Today,This mildly engaging castle-storming adventure is best pegged as a family comedy.,2000-01-01,116136,11684,DragonHeart
James Berardinelli,rotten,ReelViews,,2000-01-01,116136,11684,DragonHeart
Susan Stark,fresh,Detroit News,,2000-01-01,116136,11684,DragonHeart
,none,Washington Post,,2000-01-01,116136,11684,DragonHeart
Janet Maslin,none,New York Times,,2000-01-01,116136,11684,DragonHeart
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,116136,11684,DragonHeart
,fresh,Entertainment Weekly,,1996-05-31,116136,11684,DragonHeart
Richard Schickel,rotten,TIME Magazine,"Neither jokes nor fast, flashy action can completely distract audiences from the failure to establish an authentic, rather than a purely conventional connection between Nolte and Murphy.",2009-06-06,83511,13379,48 Hrs.
Dave Kehr,fresh,Chicago Reader,"All in all, a superior genre piece, if not the height of Hill's artistry.",2007-03-01,83511,13379,48 Hrs.
,fresh,Time Out,"A down-the-line thriller, plain, fast and efficient.",2006-01-26,83511,13379,48 Hrs.
Roger Ebert,fresh,Chicago Sun-Times,"The movie's story is nothing to write home about. It's pretty routine. What makes the movie special is how it's made. Nolte and Murphy are good, and their dialogue is good, too -- quirky and funny.",2004-10-23,83511,13379,48 Hrs.
Janet Maslin,fresh,New York Times,"[It] is more memorable for its characters than for its high style, more a series of energetic scenes than a collection of handsome imagery. It has life, ferocity and humor in place of icy, stylized elegance, and that seems more than a fair trade.",2004-08-30,83511,13379,48 Hrs.
Dave Calhoun,fresh,Time Out,"It's Delon -- impossibly beautiful, impossible to read, cold, cool -- who steals the film.",2013-08-27,54189,11689,Plein soleil
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,54189,11689,Plein soleil
Derek Adams,none,Time Out,,2006-01-26,54189,11689,Plein soleil
Eric Brace,none,Washington Post,,2002-01-22,54189,11689,Plein soleil
Kevin Thomas,none,Los Angeles Times,,2001-02-14,54189,11689,Plein soleil
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,54189,11689,Plein soleil
James Berardinelli,fresh,ReelViews,,2000-01-01,54189,11689,Plein soleil
Mike Clark,fresh,USA Today,Rene Clement's subversive direction makes us root for Delon to pull off a tricky tightrope disguise as suspicious police pursue him from hotel to apartment and town to town.,2000-01-01,54189,11689,Plein soleil
Edward Guthmann,none,San Francisco Chronicle,,2000-01-01,54189,11689,Plein soleil
,fresh,Entertainment Weekly,,1996-06-28,54189,11689,Plein soleil
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,426931,770413356,August Rush
Hank Sartin,rotten,Time Out New York,,2008-01-18,426931,770413356,August Rush
Jennifer Preyss,fresh,Atlanta Journal-Constitution,"However predictable, a good ol' fashioned happy ending is always welcome. But bring a box of tissues: A good cry is to be expected as well.",2007-12-01,426931,770413356,August Rush
Richard Roeper,rotten,Ebert & Roeper,"Even the final few moments, which should have us choking up, seemed hurried and shot from the wrong angles.",2007-11-27,426931,770413356,August Rush
,none,St. Louis Post-Dispatch,,2007-11-24,426931,770413356,August Rush
Wally Hammond,fresh,Time Out,This inspirational drama gets three stars for oddity value alone.,2007-11-22,426931,770413356,August Rush
Claudia Puig,fresh,USA Today,"August Rush will not be for everyone, but it works if you surrender to its lilting and unabashedly sentimental tale of evocative music and visual poetry.",2007-11-22,426931,770413356,August Rush
Geoff Pevere,rotten,Toronto Star,Exuberantly bad and strenuously preposterous.,2007-11-21,426931,770413356,August Rush
Desson Thomson,rotten,Washington Post,"Intended as a fuzzy family fable, August plays more to the gag reflex than to the heart.",2007-11-21,426931,770413356,August Rush
Tom Keogh,fresh,Seattle Times,"If it isn't brilliant cinema, it's honest and powerful.",2007-11-21,426931,770413356,August Rush
Pam Grady,rotten,San Francisco Chronicle,[An] inane musical melodrama.,2007-11-21,426931,770413356,August Rush
Nathan Rabin,rotten,AV Club,Schmaltzy and borderline insufferable.,2007-11-21,426931,770413356,August Rush
Elizabeth Weitzman,rotten,New York Daily News,"It would be nice to say this predictable fantasy has such a big heart, we can forgive its excesses. But director Kirsten Sheridan overplays nearly every already-corny scene.",2007-11-21,426931,770413356,August Rush
Carina Chocano,rotten,Los Angeles Times,August Rush feels like the cinematic equivalent of being stuffed with fruitcake and doused with a gallon of egg nog.,2007-11-21,426931,770413356,August Rush
Amy Biancolli,fresh,Houston Chronicle,"The goal is to drive mothers everywhere insane with the urge to rescue him and brush his hair (or the other way around), and in my case it worked.",2007-11-21,426931,770413356,August Rush
Jennie Punter,rotten,Globe and Mail,It's hard to believe in the magical power of music to heal and connect lost souls when the tunes are lame.,2007-11-21,426931,770413356,August Rush
Terry Lawson,rotten,Detroit Free Press,Director Kirsten Sheridan has no interest in keeping August Rush tethered to reality or toning down the sentimentality.,2007-11-21,426931,770413356,August Rush
